Car_Name,Brand,Model,Status,Year,Fuel_Type,Transmission,Horse_power,Cylinder,Mileage,Color,Price
Chery E3,Chery,A3,occasion,2018.0,Essence,Manuelle,6.0,1.2,110000.0,gris,26.5
كرهبة نظيفة برشة متاع طبيب,Chery,A3,occasion,2018.0,Essence,Manuelle,6.0,1.5,85.0,blanc,32.0
A vendre,Chery,A3,occasion,2018.0,Essence,Manuelle,6.0,1.5,124000.0,blanc,30.0
Belle arrizo3,Chery,A3,occasion,2019.0,Essence,Manuelle,6.0,1.5,87000.0,noir,36.0
Chery arrizo3,Chery,A3,occasion,2019.0,Essence,Manuelle,6.0,1.5,85000.0,noir,36.0
Noblest arizo5,Chery,A5,occasion,2017.0,Essence,Manuelle,7.0,1.5,87000.0,bleu,40.0
à vendre Arizo 5 15l confort et robuste,Chery,A5,occasion,2017.0,Essence,Manuelle,7.0,>4.0,167000.0,rouge,26.5
Chery arrizo 5,Chery,A5,occasion,2018.0,Essence,Manuelle,7.0,1.5,42700.0,blanc,123.0
chery,Chery,QQ,neuf,2017.0,Essence,Manuelle,5.0,1.2,100000.0,rouge,23.0
Sidi Bouzid,Chery,QQ,occasion,2017.0,Essence,Manuelle,4.0,1.0,103000.0,rouge,21.5
Vente voiture chery,Chery,QQ,occasion,2017.0,Essence,Manuelle,4.0,1.0,80000.0,marron,22.0
A vendre bonne occasion chery,Chery,QQ,occasion,2017.0,Essence,Manuelle,4.0,1.0,80000.0,marron,22.0
Belle chery,Chery,QQ,occasion,2017.0,Essence,Manuelle,5.0,1.2,160000.0,gris,21.8
A vendre cherry qq,Chery,QQ,occasion,2017.0,Essence,Manuelle,4.0,3.0,78.0,marron,23.5
Cherry  2017,Chery,QQ,occasion,2017.0,Essence,Manuelle,4.0,1.0,76000.0,gris,21.5
Cherry  rouge,Chery,QQ,occasion,2018.0,Essence,Manuelle,4.0,1.2,90000.0,rouge,23.5
A vendre chery,Chery,QQ,occasion,2018.0,Essence,Manuelle,4.0,1.0,1.0,rouge,19.5
28642341,Chery,QQ,occasion,2019.0,Essence,Manuelle,4.0,1.2,104000.0,bleu,22.8
Voiture chery qq 1re main,Chery,QQ,occasion,2019.0,Essence,Manuelle,4.0,1.0,37000.0,rouge,24.8
A vendre,Chery,QQ,occasion,2019.0,Essence,Manuelle,4.0,3.0,81000.0,noir,21.5
,Chery,QQ,occasion,2019.0,Essence,Manuelle,4.0,1.1,70000.0,rouge,23.8
Chery,Chery,QQ,occasion,2020.0,Essence,Manuelle,4.0,1.2,36.0,rouge,23.0
Chery,Chery,QQ,occasion,2020.0,Essence,Manuelle,4.0,1.1,37200.0,blanc,25.0
Cherry qq propre,Chery,QQ,occasion,2021.0,Essence,Manuelle,4.0,1.1,41000.0,noir,26.0
Chery qq,Chery,QQ,occasion,2021.0,Essence,Manuelle,4.0,3.0,56000.0,noir,22.0
Cherry qq,Chery,QQ,occasion,2021.0,Essence,Manuelle,4.0,1.1,41000.0,noir,25.0
Chery,Chery,QQ,occasion,2021.0,Diesel,Manuelle,4.0,1.0,39700.0,bordeaux,25.5
Chery  année 2021,Chery,QQ,occasion,2021.0,Essence,Manuelle,4.0,1.4,43000.0,blanc,23.8
Chery,Chery,QQ,occasion,2022.0,Essence,Manuelle,4.0,1.2,6000.0,rouge,27.0
Chery,Chery,QQ,occasion,2022.0,Essence,Manuelle,4.0,1.2,47000.0,rouge,24.7
Karhba Bakou premier main Siri 231 20637159,Chery,QQ,occasion,2022.0,Essence,Manuelle,4.0,1.2,25000.0,rouge,25.5
A vendre chery tiggo 2,Chery,Tiggo,neuf,2020.0,Essence,Manuelle,6.0,1.6,100000.0,blanc,42.5
Tiggo 2 à vendre,Chery,Tiggo,neuf,2020.0,Essence,Manuelle,6.0,1.5,84000.0,orange,42.0
Chrey tiggo2,Chery,Tiggo,neuf,2020.0,Essence,Manuelle,6.0,1.2,29500.0,bleu,40.0
Tiggo 3X boite auto,Chery,Tiggo,neuf,2022.0,Essence,Automatique,6.0,1.0,28000.0,gris,58.0
Chery 1x populaire 2024,Chery,Tiggo,neuf,2023.0,Essence,Manuelle,4.0,1.0,500.0,gris,47.0
À vendre Chery Tiggo 4 Pro,Chery,Tiggo,neuf,2023.0,Essence,Automatique,22.0,1.5,19.0,noir,89.0
Chery tiggo 2,Chery,Tiggo,occasion,2019.0,Essence,Manuelle,6.0,1.5,72000.0,blanc,40.0
À vendre tiggo 2,Chery,Tiggo,occasion,2019.0,Essence,Manuelle,6.0,1.4,180000.0,bleu,32.0
une trés belle 4x4 Tigo 7,Chery,Tiggo,occasion,2019.0,Essence,Automatique,9.0,>4.0,86400.0,rouge,70.0
Tiggo 7 à vendre,Chery,Tiggo,occasion,2019.0,Essence,Automatique,9.0,1.5,120000.0,blanc,68.0
A vendre tiggo 3,Chery,Tiggo,occasion,2019.0,Essence,Manuelle,8.0,1.6,100000.0,noir,45.0
Tiggo 2 Rouge en parfait état,Chery,Tiggo,occasion,2020.0,Essence,Manuelle,6.0,1.5,99500.0,rouge,54.0
2,Chery,Tiggo,occasion,2020.0,Essence,Manuelle,6.0,1.5,30000.0,gris,46.0
Mon,Chery,Tiggo,occasion,2020.0,Essence,Automatique,4.0,1.6,53000.0,blanc,80.0
Tiggo 2 premiere main,Chery,Tiggo,occasion,2020.0,Essence,Manuelle,6.0,1.5,66500.0,bleu,45.5
A vendre  2  en,Chery,Tiggo,occasion,2020.0,Essence,Manuelle,6.0,1.5,66000.0,gris,48.0
A vendre voiture,Chery,Tiggo,occasion,2020.0,Essence,Manuelle,5.0,1.2,37400.0,gris,42.5
2 15 L à vendre Occasion à ne pas rater,Chery,Tiggo,occasion,2020.0,Essence,Manuelle,6.0,1.5,50000.0,rouge,41.0
Tiggo 7,Chery,Tiggo,occasion,2021.0,Essence,Automatique,9.0,2.0,133.0,blanc,44.0
Tiggo 2 a ne pas rater,Chery,Tiggo,occasion,2021.0,Essence,Manuelle,6.0,1.5,98000.0,rouge,38.0
Voiture,Chery,Tiggo,occasion,2021.0,Essence,Automatique,9.0,1.5,73000.0,blanc,59.0
TIGGO8,Chery,Tiggo,occasion,2021.0,Essence,Automatique,9.0,1.8,20000.0,bleu,95.0
Chery tigo 2,Chery,Tiggo,occasion,2021.0,Essence,Manuelle,6.0,1.2,38000.0,blanc,47.0
421363636,Chery,Tiggo,occasion,2021.0,Essence,Automatique,9.0,1.5,42000.0,rouge,68.0
3X A vendre,Chery,Tiggo,occasion,2022.0,Essence,Automatique,6.0,1.0,20000.0,bleu,57.0
3X en excellent état,Chery,Tiggo,occasion,2022.0,Essence,Automatique,6.0,1.0,8000.0,noir,58.0
A vendre une Cherry Tigo 3x  premiere main toute neuve et,Chery,Tiggo,occasion,2022.0,Essence,Automatique,6.0,1.0,43612.0,noir,57.5
Chery tiggo x3,Chery,Tiggo,occasion,2022.0,Essence,Automatique,6.0,1.2,27000.0,gris,56.0
7,Chery,Tiggo,occasion,2022.0,Essence,Automatique,9.0,1.5,63000.0,noir,80.001
Chery tiggo 3X boîte auto,Chery,Tiggo,occasion,2022.0,Essence,Automatique,6.0,1.0,25000.0,gris,59.0
Chery Tiggo 3X,Chery,Tiggo,occasion,2022.0,Essence,Automatique,6.0,1.0,31000.0,noir,56.5
7,Chery,Tiggo,occasion,2022.0,Essence,Automatique,9.0,1.5,51000.0,bleu,83.0
3X Luxury boite auto toute neuve,Chery,Tiggo,occasion,2022.0,Essence,Automatique,6.0,1.0,40500.0,gris,57.0
Chery tiggo x3,Chery,Tiggo,occasion,2022.0,Essence,Automatique,6.0,1.0,68000.0,orange,55.0
3X,Chery,Tiggo,occasion,2022.0,Essence,Automatique,6.0,1.0,20000.0,bleu,60.0
chevrolet optra,Chevrolet,Optra,occasion,2007.0,Essence,Manuelle,6.0,1.4,202000.0,noir,16.8
Normal,Chevrolet,Autres,occasion,2015.0,Essence,Manuelle,5.0,1.4,160000.0,noir,25.0
Chevrolet Sonic ndhifa barcha,Chevrolet,Sonic,occasion,2017.0,Essence,Manuelle,5.0,1.4,10000.0,marron,29.0
Chenrolet sonic a vendre,Chevrolet,Sonic,occasion,2018.0,Essence,Manuelle,5.0,1.4,108000.0,gris,111.0
,Chevrolet,Autres,occasion,2018.0,Essence,Manuelle,5.0,1.2,240000.0,marron,27.0
Chevrolet Sonic 2018 Série 205 Km 35000,Chevrolet,Sonic,occasion,2018.0,Essence,Manuelle,5.0,1.4,35000.0,gris,34.0
Voiture à vendre,Chevrolet,Autres,occasion,2021.0,Essence,Manuelle,5.0,1.2,45500.0,gris,42.0
Chevroler sonic,Chevrolet,Sonic,occasion,2022.0,Essence,Automatique,5.0,1.4,78.0,bleu,43.0
Chevrolet aveo,Chevrolet,Aveo,neuf,2012.0,Essence,Manuelle,5.0,1.2,160000.0,gris,20.0
Chevrolet,Chevrolet,Aveo,occasion,2009.0,Essence,Manuelle,6.0,1.5,360.0,gris,18.5
Chevrolet Aveo,Chevrolet,Aveo,occasion,2010.0,Essence,Manuelle,5.0,1.6,40.0,noir,28.0
aveo coupé,Chevrolet,Aveo,occasion,2010.0,Essence,Manuelle,5.0,1.2,192000.0,noir,21.0
Chevrolet aveo,Chevrolet,Aveo,occasion,2011.0,Essence,Manuelle,5.0,1.2,311000.0,gris,19.0
Voiture a vendre,Chevrolet,Aveo,occasion,2012.0,Essence,Manuelle,5.0,1.6,233400.0,noir,20.0
Chevrolet aveo ls,Chevrolet,Aveo,occasion,2012.0,Essence,Manuelle,5.0,1.2,210000.0,noir,20.5
Une belle Chevrolet,Chevrolet,Aveo,occasion,2013.0,Essence,Manuelle,5.0,1.2,150000.0,noir,28.0
voiture chevrolet aveo,Chevrolet,Aveo,occasion,2013.0,Essence,Manuelle,5.0,1.2,500000.0,jaune,21.0
Chevrolet Aveo  sedan 2014 Tres propre,Chevrolet,Aveo,occasion,2014.0,Essence,Manuelle,5.0,1.2,216000.0,gris,30.0
Chevrolet sonic,Chevrolet,Aveo,occasion,2014.0,Essence,Manuelle,5.0,1.2,121000.0,blanc,25.0
Chevrolet aveo 24000 Dt,Chevrolet,Aveo,occasion,2017.0,Diesel,Manuelle,5.0,1.6,242000.0,bleu,24.0
Chevrolet aveo ls,Chevrolet,Aveo,occasion,2017.0,Essence,Manuelle,5.0,1.2,122000.0,gris,24.7
Captiva,Chevrolet,Captiva,neuf,2024.0,Essence,Automatique,9.0,1.5,5000.0,crème,40.0
chevrolet captiva premier,Chevrolet,Captiva,occasion,2022.0,Essence,Automatique,9.0,3.0,2000.0,gris,84.0
À vendre Chevrolet Cruze ls,Chevrolet,Cruze,occasion,2012.0,Essence,Manuelle,7.0,1.6,180.0,noir,24.5
Voiture à vendre,Chevrolet,Cruze,occasion,2012.0,Essence,Manuelle,4.0,1.2,150000.0,noir,30.0
Chevrolet Cruze La Vraie Reine de la Route très peu rouler 75600 kms,Chevrolet,Cruze,occasion,2012.0,Essence,Manuelle,7.0,1.9,75600.0,noir,32.0
Ezzahra,Chevrolet,Cruze,occasion,2013.0,Essence,Manuelle,7.0,1.6,192000.0,marron,27.0
16 L,Chevrolet,Cruze,occasion,2018.0,Essence,Manuelle,7.0,1.6,125000.0,noir,36.9
16 L,Chevrolet,Cruze,occasion,2018.0,Essence,Manuelle,7.0,1.6,122500.0,noir,37.9
Chevrolet,Chevrolet,Cruze,occasion,2018.0,Essence,Manuelle,7.0,1.6,125.0,gris,38.0
chevrolet cruze,Chevrolet,Cruze,occasion,2018.0,Essence,Manuelle,7.0,1.6,95000.0,noir,38.0
A vendre,Chevrolet,Cruze,occasion,2019.0,Essence,Manuelle,7.0,1.6,145000.0,gris,40.0
pieces,Chevrolet,Lacetti,occasion,2005.0,Essence,Manuelle,6.0,1.6,99999.0,gris,10.0
chevrolet matiz a vendrte,Chevrolet,Matiz,occasion,2009.0,Essence,Manuelle,4.0,1.4,11111.0,gris,10.0
Chevrolet spark,Chevrolet,Spark,occasion,2011.0,Essence,Manuelle,4.0,1.0,219.0,gris,21.9
A vendre chevrolet spark,Chevrolet,Spark,occasion,2012.0,Essence,Manuelle,5.0,1.2,177.0,marron,23.0
Voiture Chevrolet spark a vendre,Chevrolet,Spark,occasion,2016.0,Essence,Manuelle,5.0,1.2,130.0,blanc,25.9
Chevrolet Spark Ls,Chevrolet,Spark,occasion,2017.0,Essence,Manuelle,5.0,1.2,72500.0,blanc,33.0
Chevrolet trax importer,Chevrolet,Trax,occasion,2018.0,Essence,Automatique,8.0,1.8,137.0,blanc,57.0
Chevrolet Trax Année 2019 71000,Chevrolet,Trax,occasion,2019.0,Essence,Manuelle,8.0,1.4,71000.0,noir,58.0
26401285,Chrysler,Autres,neuf,1979.0,Essence,Manuelle,7.0,1.4,154000.0,gris,9.0
Citroën xsara,Citroen,Xsara,occasion,1989.0,Essence,Manuelle,6.0,1.4,280.0,bleu,13.0
Citroen Xsara,Citroen,Xsara,occasion,2000.0,Diesel,Manuelle,6.0,2.0,400000.0,blanc,15.0
Jumper 3,Citroen,Jumper,occasion,2007.0,Diesel,Manuelle,7.0,2.2,250000.0,blanc,21.0
Nemo av à sfax,Citroen,Nemo,occasion,2013.0,Diesel,Manuelle,6.0,1.4,185464.0,beige,21.5
Citroen nemo 14,Citroen,Nemo,occasion,2014.0,Diesel,Manuelle,6.0,1.4,200.0,blanc,22.5
بيع,Citroen,Autre,occasion,2014.0,Diesel,Manuelle,6.0,1.3,250000.0,blanc,19.5
C4 cactus,Citroen,C4,occasion,2015.0,Essence,Manuelle,5.0,1.2,175000.0,Autres,36.0
Nemo Citroën,Citroen,Nemo,occasion,2016.0,Diesel,Manuelle,5.0,>4.0,142000.0,blanc,23.0
Citroen nemo,Citroen,Nemo,occasion,2017.0,Diesel,Manuelle,6.0,1.3,158000.0,blanc,26.0
Jumper,Citroen,Jumper,occasion,2021.0,Diesel,Manuelle,8.0,2.0,125000.0,blanc,65.0
Citroen ax en bon etat,Citroen,Ax,occasion,1992.0,Essence,Manuelle,5.0,1.2,123456.0,blanc,5.5
Manouba,Citroen,Ax,occasion,1992.0,Essence,Manuelle,4.0,1.5,220.0,noir,7.5
à vendre,Citroen,Ax,occasion,1993.0,Essence,Manuelle,4.0,1.2,22222.0,blanc,8.5
Citroen  Bleu,Citroen,Ax,occasion,1995.0,Essence,Manuelle,4.0,1.4,250000.0,bleu,7.5
اوراق الكل مريقلين,Citroen,Ax,occasion,1995.0,Essence,Manuelle,4.0,1.1,400.0,blanc,5.5
Citroen ax,Citroen,Ax,occasion,1996.0,Essence,Manuelle,4.0,1.2,405000.0,bleu,8.5
A Vendre Citroen Berlingo 50 870 002,Citroen,Berlingo,neuf,2011.0,Diesel,Manuelle,7.0,1.6,250.0,blanc,18.5
Berlingo k9 importeé,Citroen,Berlingo,neuf,2020.0,Diesel,Manuelle,4.0,1.5,169000.0,blanc,47.5
Citroen berlingo k9,Citroen,Berlingo,neuf,2020.0,Diesel,Automatique,7.0,1.5,180000.0,vert,111.0
Av citroên berlingo k9 Modèle fin 2021 diesel ehdi 3 place carte grise ttoption tél 23964164,Citroen,Berlingo,neuf,2022.0,Diesel,Manuelle,5.0,1.5,110000.0,blanc,55.0
Citroën berlingot k9 sous leasing,Citroen,Berlingo,neuf,2023.0,Diesel,Manuelle,6.0,1.6,21000.0,blanc,30.0
Citroën berlingo,Citroen,Berlingo,occasion,1999.0,Diesel,Manuelle,7.0,1.3,750.0,blanc,14.5
Berlingo ndhifa,Citroen,Berlingo,occasion,2001.0,Diesel,Manuelle,7.0,1.9,292000.0,blanc,123.0
55302223 mawjouda fil kef,Citroen,Berlingo,occasion,2004.0,Diesel,Manuelle,7.0,1.9,400.0,rouge,15.0
A vendre Citroën berlingo mazout,Citroen,Berlingo,occasion,2005.0,Autre,Manuelle,7.0,3.0,314.0,blanc,17.0
Citroen berlingo a vendre,Citroen,Berlingo,occasion,2007.0,Diesel,Manuelle,7.0,1.9,300.0,blanc,17.0
CITROËN berlngo,Citroen,Berlingo,occasion,2007.0,Diesel,Manuelle,7.0,1.9,1.0,gris,18.8
Citroën berlingo à vendre,Citroen,Berlingo,occasion,2007.0,Diesel,Manuelle,7.0,1.9,300000.0,blanc,16.0
Berlingo diesel,Citroen,Berlingo,occasion,2007.0,Diesel,Manuelle,7.0,1.9,285.0,blanc,19.0
Berlingo Citroën,Citroen,Berlingo,occasion,2007.0,Diesel,Manuelle,7.0,1.9,555.0,gris,16.5
Berlingo Utilitaire Basic,Citroen,Berlingo,occasion,2008.0,Diesel,Manuelle,7.0,1.2,260000.0,vert,24.0
A vendre citroen berlingo B9,Citroen,Berlingo,occasion,2008.0,Diesel,Manuelle,6.0,1.6,380000.0,gris,123.0
حي إنطلاقة تونس,Citroen,Berlingo,occasion,2009.0,Diesel,Manuelle,5.0,1.7,2.0,gris,25.0
Berlingo 5 places,Citroen,Berlingo,occasion,2009.0,Essence,Manuelle,6.0,1.4,260000.0,blanc,25.5
B9 citroen berlingo 5place,Citroen,Berlingo,occasion,2010.0,Diesel,Manuelle,6.0,1.6,213.0,noir,42.5
B9 A,Citroen,Berlingo,occasion,2010.0,Diesel,Manuelle,5.0,1.6,194999.0,gris,111.111
Avendre voiture 55719875,Citroen,Berlingo,occasion,2010.0,Diesel,Manuelle,7.0,1.4,220000.0,blanc,19.0
Citroen berlingo,Citroen,Berlingo,occasion,2010.0,Diesel,Manuelle,7.0,>4.0,200.0,blanc,14.7
A vendre,Citroen,Berlingo,occasion,2011.0,Diesel,Manuelle,6.0,1.6,366000.0,noir,26.0
Une belle voiture,Citroen,Berlingo,occasion,2011.0,Diesel,Manuelle,7.0,1.9,353000.0,blanc,17.5
Berlingo b9,Citroen,Berlingo,occasion,2011.0,Diesel,Manuelle,5.0,1.6,320.0,blanc,24.5
Citroën berlingo 16  diesel 5 chevaux,Citroen,Berlingo,occasion,2012.0,Diesel,Manuelle,5.0,1.6,240000.0,blanc,31.0
lilbi3,Citroen,Berlingo,occasion,2012.0,Diesel,Manuelle,4.0,1.6,243000.0,blanc,30.0
Tout option double cle,Citroen,Berlingo,occasion,2013.0,Diesel,Manuelle,6.0,1.6,250000.0,blanc,23.5
citroen berlingo B9,Citroen,Berlingo,occasion,2013.0,Diesel,Manuelle,5.0,1.6,168000.0,blanc,27.499
Citroën multispace 5 place boite automatique Suédoise,Citroen,Berlingo,occasion,2013.0,Diesel,Automatique,5.0,1.6,210000.0,noir,47.0
Citroën berlingo ehdi 5 places,Citroen,Berlingo,occasion,2014.0,Diesel,Manuelle,5.0,1.6,250000.0,gris,53.0
Sfax,Citroen,Berlingo,occasion,2014.0,Diesel,Manuelle,5.0,1.6,140.0,noir,29.0
Berlingo,Citroen,Berlingo,occasion,2014.0,Diesel,Manuelle,6.0,1.6,500.0,blanc,123.0
B9 à vendre,Citroen,Berlingo,occasion,2014.0,Diesel,Manuelle,5.0,1.6,220000.0,blanc,29.0
سيارة للبيع,Citroen,Berlingo,occasion,2014.0,Diesel,Manuelle,5.0,1.5,182.0,blanc,25.0
B9 a vendre,Citroen,Berlingo,occasion,2014.0,Diesel,Manuelle,5.0,1.6,220.0,blanc,32.0
Une très belle voiture,Citroen,Berlingo,occasion,2015.0,Diesel,Manuelle,6.0,1.6,265.0,noir,24.0
A vendre Citroën berlingo,Citroen,Berlingo,occasion,2015.0,Diesel,Manuelle,5.0,1.6,1.0,noir,27.0
Berlingo B9,Citroen,Berlingo,occasion,2016.0,Essence,Manuelle,7.0,1.2,139.0,gris,48.5
citroën berlingo b9,Citroen,Berlingo,occasion,2017.0,Diesel,Manuelle,6.0,1.6,140000.0,gris,31.5
Voiture,Citroen,Berlingo,occasion,2017.0,Diesel,Manuelle,6.0,1.9,202.0,blanc,30.0
Karhba 3la lorigine ndifa barcha barcha,Citroen,Berlingo,occasion,2017.0,Diesel,Manuelle,5.0,1.6,110.0,blanc,43.5
Citroen berlingo b9 112017,Citroen,Berlingo,occasion,2017.0,Diesel,Manuelle,5.0,3.0,190000.0,blanc,35.0
B9 karhba 3la lorigine ndifa barcha barcha premier main,Citroen,Berlingo,occasion,2017.0,Diesel,Manuelle,5.0,1.6,110.0,blanc,43.5
Berlingo B9,Citroen,Berlingo,occasion,2018.0,Diesel,Manuelle,5.0,1.6,154000.0,blanc,31.0
Av B9 5 places,Citroen,Berlingo,occasion,2018.0,Diesel,Manuelle,5.0,1.5,170000.0,noir,58.0
B9 Citroën commercial,Citroen,Berlingo,occasion,2018.0,Diesel,Manuelle,5.0,1.6,143000.0,gris,35.0
5 Places,Citroen,Berlingo,occasion,2018.0,Diesel,Manuelle,6.0,1.6,170000.0,blanc,62.5
Utilitaire Commerciale Citroen B9,Citroen,Berlingo,occasion,2018.0,Diesel,Manuelle,6.0,1.6,247000.0,blanc,35.0
Citroën berlingo k9 3 places 16,Citroen,Berlingo,occasion,2019.0,Diesel,Manuelle,5.0,1.6,156.0,blanc,52.5
Citroen berlingo 5p  247,Citroen,Berlingo,occasion,2020.0,Diesel,Manuelle,5.0,1.5,140000.0,blanc,74.0
K9 Citroën,Citroen,Berlingo,occasion,2020.0,Diesel,Manuelle,5.0,1.4,138000.0,blanc,43.0
Berlingo k9,Citroen,Berlingo,occasion,2020.0,Diesel,Manuelle,4.0,1.5,81000.0,blanc,50.0
Citroën berlingo K9 eHDi année 2020 tout option 3 place,Citroen,Berlingo,occasion,2020.0,Diesel,Manuelle,5.0,1.5,107.0,blanc,54.8
Citroen berlingo k9,Citroen,Berlingo,occasion,2020.0,Diesel,Manuelle,5.0,1.5,62000.0,blanc,55.0
très originale,Citroen,Bx,occasion,1984.0,Essence,Manuelle,7.0,1.9,11111.0,bleu,11.0
C elysee 2019,Citroen,Celysee,neuf,2019.0,Essence,Manuelle,5.0,>4.0,98440.0,gris,27.5
Voiture a vendre,Citroen,Celysee,occasion,2013.0,Essence,Manuelle,5.0,1.2,172000.0,Autres,18.0
Voiture c elysée,Citroen,Celysee,occasion,2013.0,Essence,Manuelle,5.0,1.2,175000.0,Autres,17.0
Citroën C Élysée Exclusive 4 cylindre 16 Essence,Citroen,Celysee,occasion,2013.0,Essence,Manuelle,7.0,1.6,258000.0,gris,25.5
Voiture,Citroen,Celysee,occasion,2013.0,Essence,Manuelle,5.0,1.2,172000.0,Autres,19.0
Voiture,Citroen,Celysee,occasion,2013.0,Essence,Manuelle,5.0,1.2,173000.0,Autres,17.8
Celysee,Citroen,Celysee,occasion,2014.0,Essence,Manuelle,5.0,1.2,60000.0,gris,23.0
Citroën c Elysée 20000,Citroen,Celysee,occasion,2014.0,Essence,Manuelle,5.0,1.2,177.0,noir,20.0
A vendre,Citroen,Celysee,occasion,2014.0,Essence,Manuelle,5.0,1.2,150000.0,gris,22.0
Citroën CElysée,Citroen,Celysee,occasion,2015.0,Essence,Manuelle,5.0,1.2,150800.0,gris,25.0
للبيع سياره نظيفة,Citroen,Celysee,occasion,2015.0,Essence,Manuelle,5.0,1.2,150.0,gris,22.0
Citroën celysee ndhifa,Citroen,Celysee,occasion,2015.0,Essence,Manuelle,5.0,1.2,400000.0,gris,22.0
voiture c élysée,Citroen,Celysee,occasion,2015.0,Essence,Manuelle,5.0,1.1,168000.0,gris,19.5
Citroen celycee essence 58 303 478,Citroen,Celysee,occasion,2015.0,Essence,Manuelle,5.0,1.2,150.0,noir,21.0
c elysee,Citroen,Celysee,occasion,2015.0,Essence,Manuelle,5.0,1.0,122000.0,noir,22.5
Citroen celycee 58 303 478,Citroen,Celysee,occasion,2015.0,Essence,Manuelle,5.0,1.2,217.0,gris,21.8
كرهبة نظيفة كل شيء فيها دوريجين,Citroen,Celysee,occasion,2015.0,Essence,Manuelle,5.0,1.2,150.0,gris,23.0
Voiture propre,Citroen,Celysee,occasion,2015.0,Essence,Manuelle,5.0,1.2,160.0,gris,22.0
Celysse tte options ndhifa,Citroen,Celysee,occasion,2015.0,Essence,Manuelle,5.0,1.2,400.0,gris,23.0
Citroën c Elysée,Citroen,Celysee,occasion,2015.0,Essence,Automatique,7.0,1.5,120000.0,gris,28.0
Citroen celycee essence 58 303 478,Citroen,Celysee,occasion,2015.0,Essence,Manuelle,5.0,1.2,155.0,noir,21.0
Citroen c elysee ndhayfa,Citroen,Celysee,occasion,2016.0,Essence,Manuelle,5.0,2.0,133000.0,gris,23.0
très bonne état,Citroen,Celysee,occasion,2016.0,Essence,Manuelle,5.0,1.2,143000.0,gris,22.5
Citroen celysee,Citroen,Celysee,occasion,2016.0,Essence,Manuelle,5.0,1.4,120123.0,noir,26.0
C Elysées,Citroen,Celysee,occasion,2016.0,Essence,Manuelle,5.0,1.3,115000.0,noir,23.5
C elysee 12 en tres bon etat,Citroen,Celysee,occasion,2017.0,Essence,Manuelle,5.0,1.2,238000.0,blanc,25.9
Vente d une CElysee,Citroen,Celysee,occasion,2017.0,Essence,Manuelle,5.0,1.2,100000.0,gris,30.0
C Elysée,Citroen,Celysee,occasion,2017.0,Essence,Manuelle,5.0,1.2,149000.0,gris,25.0
À vendre Citroën CElysée Modèle décembre 2018 98668237,Citroen,Celysee,occasion,2018.0,Essence,Manuelle,5.0,1.2,143.0,gris,28.5
La soukra,Citroen,Celysee,occasion,2018.0,Essence,Manuelle,5.0,1.2,100.0,blanc,24.5
حاجة نضيفة,Citroen,Celysee,occasion,2018.0,Essence,Manuelle,5.0,1.1,114.0,noir,25.0
Citroen celysee a vendre,Citroen,Celysee,occasion,2018.0,Essence,Manuelle,5.0,1.2,177.0,gris,26.0
Forsa,Citroen,Celysee,occasion,2018.0,Essence,Manuelle,5.0,3.0,180.0,bleu,22.0
A vendre où échange,Citroen,Celysee,occasion,2019.0,Essence,Manuelle,5.0,1.4,201.0,blanc,21.8
Citroën,Citroen,Celysee,occasion,2020.0,Essence,Manuelle,5.0,1.2,122000.0,blanc,34.0
Citroen c1 tres bonne etat,Citroen,C1,occasion,2009.0,Essence,Manuelle,4.0,1.0,195000.0,noir,24.0
C1 a vendre,Citroen,C1,occasion,2010.0,Essence,Manuelle,4.0,3.0,158000.0,gris,22.0
C1 a vendre,Citroen,C1,occasion,2010.0,Essence,Manuelle,4.0,3.0,158000.0,gris,21.5
C1 a vendre,Citroen,C1,occasion,2010.0,Essence,Manuelle,4.0,3.0,157000.0,noir,22.5
C 1 en,Citroen,C1,occasion,2010.0,Essence,Manuelle,4.0,3.0,156000.0,noir,22.5
CITROËN C1,Citroen,C1,occasion,2011.0,Essence,Manuelle,4.0,1.2,138000.0,noir,25.0
Citroen C1,Citroen,C1,occasion,2012.0,Essence,Manuelle,4.0,1.0,89900.0,noir,27.6
Citroen C1 à vendre,Citroen,C1,occasion,2018.0,Essence,Manuelle,4.0,1.0,60000.0,blanc,31.5
A vendre,Citroen,C15,occasion,1994.0,Diesel,Manuelle,4.0,1.6,1700.0,blanc,7.5
Mouter ejdid,Citroen,C15,occasion,1994.0,Diesel,Manuelle,5.0,1.4,156.0,blanc,7.5
C15 2003 diesel,Citroen,C15,occasion,2003.0,Diesel,Manuelle,7.0,1.8,1.0,blanc,8.0
Citroen c15,Citroen,C15,occasion,2003.0,Diesel,Manuelle,7.0,1.8,333333.0,blanc,7.8
a vendre c 15,Citroen,C15,occasion,2006.0,Diesel,Manuelle,5.0,1.0,1.0,blanc,10.0
A vendre une c2 très propre,Citroen,C2,occasion,2007.0,Essence,Manuelle,5.0,1.2,167000.0,gris,19.5
Très bonne occasion,Citroen,C2,occasion,2008.0,Essence,Manuelle,5.0,1.2,170000.0,gris,22.0
Lel 58019650,Citroen,C2,occasion,2009.0,Essence,Manuelle,4.0,1.4,240.0,rouge,19.0
Citroen c2,Citroen,C2,occasion,2009.0,Essence,Manuelle,5.0,1.4,240.0,Autres,18.5
Voiture C2 en,Citroen,C2,occasion,2009.0,Essence,Manuelle,5.0,1.2,244260.0,bordeaux,18.5
